customer_id,customer_name,segment,age,country,city,state,postal_code,region,order_line,order_id,order_date,ship_date,ship_mode,product_id,sales,quantity,discount,profit,category,sub_category,product_name
BH-11710,Brosina Hoffman,Consumer,20,United States,Los Angeles,California,90032,West,11,CA-2014-115812,09-06-2014,14-06-2014,Standard Class,FUR-TA-10001539,1706.184,9,0.2,85.3092,Furniture,Tables,Chromcraft Rectangular Conference Tables
BH-11710,Brosina Hoffman,Consumer,20,United States,Los Angeles,California,90032,West,12,CA-2014-115812,09-06-2014,14-06-2014,Standard Class,TEC-PH-10002033,911.424,4,0.2,68.3568,Technology,Phones,Konftel 250 Conference phone Charcoal black
AA-10480,Andrew Allen,Consumer,50,United States,Concord,North Carolina,28027,South,13,CA-2017-114412,15-04-2017,20-04-2017,Standard Class,OFF-PA-10002365,15.552,3,0.2,5.4432,Office Supplies,Paper,Xerox 1967
IM-15070,Irene Maddox,Consumer,66,United States,Seattle,Washington,98103,West,14,CA-2016-161389,05-12-2016,10-12-2016,Standard Class,OFF-BI-10003656,407.976,3,0.2,132.5922,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
HP-14815,Harold Pawlan,Home Office,20,United States,Fort Worth,Texas,76106,Central,15,US-2015-118983,22-11-2015,26-11-2015,Standard Class,OFF-AP-10002311,68.81,5,0.8,-123.858,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner  Very Large Room  HEPA Filter
HP-14815,Harold Pawlan,Home Office,20,United States,Fort Worth,Texas,76106,Central,16,US-2015-118983,22-11-2015,26-11-2015,Standard Class,OFF-BI-10000756,2.544,3,0.8,-3.816,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
PK-19075,Pete Kriz,Consumer,46,United States,Madison,Wisconsin,53711,Central,17,CA-2014-105893,11-11-2014,18-11-2014,Standard Class,OFF-ST-10004186,665.88,6,0,13.3176,Office Supplies,Storage,Stur-D-Stor Shelving  Vertical 5-Shelf: 72H x 36W x 18 1/2D
AG-10270,Alejandro Grove,Consumer,18,United States,West Jordan,Utah,84084,West,18,CA-2014-167164,13-05-2014,15-05-2014,Second Class,OFF-ST-10000107,55.5,2,0,9.99,Office Supplies,Storage,Fellowes Super Stor/Drawer
ZD-21925,Zuschuss Donatelli,Consumer,66,United States,San Francisco,California,94109,West,19,CA-2014-143336,27-08-2014,01-09-2014,Second Class,OFF-AR-10003056,8.56,2,0,2.4824,Office Supplies,Art,Newell 341
ZD-21925,Zuschuss Donatelli,Consumer,66,United States,San Francisco,California,94109,West,20,CA-2014-143336,27-08-2014,01-09-2014,Second Class,TEC-PH-10001949,213.48,3,0.2,16.011,Technology,Phones,Cisco SPA 501G IP Phone
ZD-21925,Zuschuss Donatelli,Consumer,66,United States,San Francisco,California,94109,West,21,CA-2014-143336,27-08-2014,01-09-2014,Second Class,OFF-BI-10002215,22.72,4,0.2,7.384,Office Supplies,Binders,Wilson Jones Hanging View Binder  White  1
KB-16585,Ken Black,Corporate,67,United States,Fremont,Nebraska,68025,Central,22,CA-2016-137330,09-12-2016,13-12-2016,Standard Class,OFF-AR-10000246,19.46,7,0,5.0596,Office Supplies,Art,Newell 318
KB-16585,Ken Black,Corporate,67,United States,Fremont,Nebraska,68025,Central,23,CA-2016-137330,09-12-2016,13-12-2016,Standard Class,OFF-AP-10001492,60.34,7,0,15.6884,Office Supplies,Appliances,Acco Six-Outlet Power Strip  4 Cord Length
SF-20065,Sandra Flanagan,Consumer,41,United States,Philadelphia,Pennsylvania,19140,East,24,US-2017-156909,16-07-2017,18-07-2017,Second Class,FUR-CH-10002774,71.372,2,0.3,-1.0196,Furniture,Chairs,Global Deluxe Stacking Chair  Gray
EB-13870,Emily Burns,Consumer,34,United States,Orem,Utah,84057,West,25,CA-2015-106320,25-09-2015,30-09-2015,Standard Class,FUR-TA-10000577,1044.63,3,0,240.2649,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
EH-13945,Eric Hoffmann,Consumer,21,United States,Los Angeles,California,90049,West,26,CA-2016-121755,16-01-2016,20-01-2016,Second Class,OFF-BI-10001634,11.648,2,0.2,4.2224,Office Supplies,Binders,Wilson Jones Active Use Binders
EH-13945,Eric Hoffmann,Consumer,21,United States,Los Angeles,California,90049,West,27,CA-2016-121755,16-01-2016,20-01-2016,Second Class,TEC-AC-10003027,90.57,3,0,11.7741,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,28,US-2015-150630,17-09-2015,21-09-2015,Standard Class,FUR-BO-10004834,3083.43,7,0.5,-1665.0522,Furniture,Bookcases,Riverside Palais Royal Lawyers Bookcase  Royale Cherry Finish
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,29,US-2015-150630,17-09-2015,21-09-2015,Standard Class,OFF-BI-10000474,9.618,2,0.7,-7.0532,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,30,US-2015-150630,17-09-2015,21-09-2015,Standard Class,FUR-FU-10004848,124.2,3,0.2,15.525,Furniture,Furnishings,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,31,US-2015-150630,17-09-2015,21-09-2015,Standard Class,OFF-EN-10001509,3.264,2,0.2,1.1016,Office Supplies,Envelopes,Poly String Tie Envelopes
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,32,US-2015-150630,17-09-2015,21-09-2015,Standard Class,OFF-AR-10004042,86.304,6,0.2,9.7092,Office Supplies,Art,BOSTON Model 1800 Electric Pencil Sharpeners  Putty/Woodgrain
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,33,US-2015-150630,17-09-2015,21-09-2015,Standard Class,OFF-BI-10001525,6.858,6,0.7,-5.715,Office Supplies,Binders,Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Executive Red
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,34,US-2015-150630,17-09-2015,21-09-2015,Standard Class,OFF-AR-10001683,15.76,2,0.2,3.546,Office Supplies,Art,Lumber Crayons
MA-17560,Matt Abelman,Home Office,19,United States,Houston,Texas,77095,Central,35,CA-2017-107727,19-10-2017,23-10-2017,Second Class,OFF-PA-10000249,29.472,3,0.2,9.9468,Office Supplies,Paper,Easy-staple paper
GH-14485,Gene Hale,Corporate,28,United States,Richardson,Texas,75080,Central,36,CA-2016-117590,08-12-2016,10-12-2016,First Class,TEC-PH-10004977,1097.544,7,0.2,123.4737,Technology,Phones,GE 30524EE4
GH-14485,Gene Hale,Corporate,28,United States,Richardson,Texas,75080,Central,37,CA-2016-117590,08-12-2016,10-12-2016,First Class,FUR-FU-10003664,190.92,5,0.6,-147.963,Furniture,Furnishings,Electrix Architects Clamp-On Swing Arm Lamp  Black
SN-20710,Steve Nguyen,Home Office,46,United States,Houston,Texas,77041,Central,38,CA-2015-117415,27-12-2015,31-12-2015,Standard Class,OFF-EN-10002986,113.328,9,0.2,35.415,Office Supplies,Envelopes,#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes
SN-20710,Steve Nguyen,Home Office,46,United States,Houston,Texas,77041,Central,39,CA-2015-117415,27-12-2015,31-12-2015,Standard Class,FUR-BO-10002545,532.3992,3,0.32,-46.9764,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases  Custom Colors
SN-20710,Steve Nguyen,Home Office,46,United States,Houston,Texas,77041,Central,40,CA-2015-117415,27-12-2015,31-12-2015,Standard Class,FUR-CH-10004218,212.058,3,0.3,-15.147,Furniture,Chairs,Global Fabric Managers Chair  Dark Gray
SN-20710,Steve Nguyen,Home Office,46,United States,Houston,Texas,77041,Central,41,CA-2015-117415,27-12-2015,31-12-2015,Standard Class,TEC-PH-10000486,371.168,4,0.2,41.7564,Technology,Phones,Plantronics HL10 Handset Lifter
LC-16930,Linda Cazamias,Corporate,31,United States,Naperville,Illinois,60540,Central,42,CA-2017-120999,10-09-2017,15-09-2017,Standard Class,TEC-PH-10004093,147.168,4,0.2,16.5564,Technology,Phones,Panasonic Kx-TS550
RA-19885,Ruben Ausman,Corporate,51,United States,Los Angeles,California,90049,West,43,CA-2016-101343,17-07-2016,22-07-2016,Standard Class,OFF-ST-10003479,77.88,2,0,3.894,Office Supplies,Storage,Eldon Base for stackable storage shelf  platinum
ES-14080,Erin Smith,Corporate,20,United States,Melbourne,Florida,32935,South,44,CA-2017-139619,19-09-2017,23-09-2017,Standard Class,OFF-ST-10003282,95.616,2,0.2,9.5616,Office Supplies,Storage,Advantus 10-Drawer Portable Organizer  Chrome Metal Frame  Smoke Drawers
ON-18715,Odella Nelson,Corporate,27,United States,Eagan,Minnesota,55122,Central,45,CA-2016-118255,11-03-2016,13-03-2016,First Class,TEC-AC-10000171,45.98,2,0,19.7714,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  25/Pack
ON-18715,Odella Nelson,Corporate,27,United States,Eagan,Minnesota,55122,Central,46,CA-2016-118255,11-03-2016,13-03-2016,First Class,OFF-BI-10003291,17.46,2,0,8.2062,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings
PO-18865,Patrick O'Donnell,Consumer,64,United States,Westland,Michigan,48185,Central,47,CA-2014-146703,20-10-2014,25-10-2014,Second Class,OFF-ST-10001713,211.96,4,0,8.4784,Office Supplies,Storage,Gould Plastics 9-Pocket Panel Bin  18-3/8w x 5-1/4d x 20-1/2h  Black
LH-16900,Lena Hernandez,Consumer,66,United States,Dover,Delaware,19901,East,48,CA-2016-169194,20-06-2016,25-06-2016,Standard Class,TEC-AC-10002167,45,3,0,4.95,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
LH-16900,Lena Hernandez,Consumer,66,United States,Dover,Delaware,19901,East,49,CA-2016-169194,20-06-2016,25-06-2016,Standard Class,TEC-PH-10003988,21.8,2,0,6.104,Technology,Phones,LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite
DP-13000,Darren Powers,Consumer,40,United States,New Albany,Indiana,47150,Central,50,CA-2015-115742,18-04-2015,22-04-2015,Standard Class,OFF-BI-10004410,38.22,6,0,17.9634,Office Supplies,Binders,C-Line Peel & Stick Add-On Filing Pockets  8-3/4 x 5-1/8  10/Pack
DP-13000,Darren Powers,Consumer,40,United States,New Albany,Indiana,47150,Central,51,CA-2015-115742,18-04-2015,22-04-2015,Standard Class,OFF-LA-10002762,75.18,6,0,35.3346,Office Supplies,Labels,Avery 485
DP-13000,Darren Powers,Consumer,40,United States,New Albany,Indiana,47150,Central,52,CA-2015-115742,18-04-2015,22-04-2015,Standard Class,FUR-FU-10001706,6.16,2,0,2.9568,Furniture,Furnishings,Longer-Life Soft White Bulbs
DP-13000,Darren Powers,Consumer,40,United States,New Albany,Indiana,47150,Central,53,CA-2015-115742,18-04-2015,22-04-2015,Standard Class,FUR-CH-10003061,89.99,1,0,17.0981,Furniture,Chairs,Global Leather Task Chair  Black
JM-15265,Janet Molinari,Corporate,23,United States,New York City,New York,10024,East,54,CA-2016-105816,11-12-2016,17-12-2016,Standard Class,OFF-FA-10000304,15.26,7,0,6.2566,Office Supplies,Fasteners,Advantus Push Pins
JM-15265,Janet Molinari,Corporate,23,United States,New York City,New York,10024,East,55,CA-2016-105816,11-12-2016,17-12-2016,Standard Class,TEC-PH-10002447,1029.95,5,0,298.6855,Technology,Phones,AT&T CL83451 4-Handset Telephone
TB-21055,Ted Butterfield,Consumer,34,United States,Troy,New York,12180,East,56,CA-2016-111682,17-06-2016,18-06-2016,First Class,OFF-ST-10000604,208.56,6,0,52.14,Office Supplies,Storage,Home/Office Personal File Carts
TB-21055,Ted Butterfield,Consumer,34,United States,Troy,New York,12180,East,57,CA-2016-111682,17-06-2016,18-06-2016,First Class,OFF-PA-10001569,32.4,5,0,15.552,Office Supplies,Paper,Xerox 232
TB-21055,Ted Butterfield,Consumer,34,United States,Troy,New York,12180,East,58,CA-2016-111682,17-06-2016,18-06-2016,First Class,FUR-CH-10003968,319.41,5,0.1,7.098,Furniture,Chairs,Novimex Turbo Task Chair
TB-21055,Ted Butterfield,Consumer,34,United States,Troy,New York,12180,East,59,CA-2016-111682,17-06-2016,18-06-2016,First Class,OFF-PA-10000587,14.56,2,0,6.9888,Office Supplies,Paper,Array Parchment Paper  Assorted Colors
TB-21055,Ted Butterfield,Consumer,34,United States,Troy,New York,12180,East,60,CA-2016-111682,17-06-2016,18-06-2016,First Class,TEC-AC-10002167,30,2,0,3.3,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
TB-21055,Ted Butterfield,Consumer,34,United States,Troy,New York,12180,East,61,CA-2016-111682,17-06-2016,18-06-2016,First Class,OFF-BI-10001460,48.48,4,0.2,16.362,Office Supplies,Binders,Plastic Binding Combs
TB-21055,Ted Butterfield,Consumer,34,United States,Troy,New York,12180,East,62,CA-2016-111682,17-06-2016,18-06-2016,First Class,OFF-AR-10001868,1.68,1,0,0.84,Office Supplies,Art,Prang Dustless Chalk Sticks
KM-16720,Kunst Miller,Consumer,69,United States,Los Angeles,California,90004,West,63,CA-2015-135545,24-11-2015,30-11-2015,Standard Class,TEC-AC-10004633,13.98,2,0,6.1512,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  3/Pack
KM-16720,Kunst Miller,Consumer,69,United States,Los Angeles,California,90004,West,64,CA-2015-135545,24-11-2015,30-11-2015,Standard Class,OFF-BI-10001078,25.824,6,0.2,9.3612,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  14 7/8 X 11
KM-16720,Kunst Miller,Consumer,69,United States,Los Angeles,California,90004,West,65,CA-2015-135545,24-11-2015,30-11-2015,Standard Class,OFF-PA-10003892,146.73,3,0,68.9631,Office Supplies,Paper,Xerox 1943
KM-16720,Kunst Miller,Consumer,69,United States,Los Angeles,California,90004,West,66,CA-2015-135545,24-11-2015,30-11-2015,Standard Class,FUR-FU-10000397,79.76,4,0,22.3328,Furniture,Furnishings,Luxo Economy Swing Arm Lamp
PS-18970,Paul Stevenson,Home Office,31,United States,Chicago,Illinois,60610,Central,67,US-2015-164175,30-04-2015,05-05-2015,Standard Class,FUR-CH-10001146,213.115,5,0.3,-15.2225,Furniture,Chairs,Global Value Mid-Back Managers Chair  Gray
BS-11590,Brendan Sweed,Corporate,45,United States,Gilbert,Arizona,85234,West,68,CA-2014-106376,05-12-2014,10-12-2014,Standard Class,OFF-AR-10002671,1113.024,8,0.2,111.3024,Office Supplies,Art,Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener  Beige
BS-11590,Brendan Sweed,Corporate,45,United States,Gilbert,Arizona,85234,West,69,CA-2014-106376,05-12-2014,10-12-2014,Standard Class,TEC-PH-10002726,167.968,4,0.2,62.988,Technology,Phones,netTALK DUO VoIP Telephone Service
KD-16270,Karen Daniels,Consumer,59,United States,Springfield,Virginia,22153,South,70,CA-2016-119823,04-06-2016,06-06-2016,First Class,OFF-PA-10000482,75.88,2,0,35.6636,Office Supplies,Paper,Snap-A-Way Black Print Carbonless Ruled Speed Letter  Triplicate
HM-14980,Henry MacAllister,Consumer,35,United States,New York City,New York,10009,East,71,CA-2016-106075,18-09-2016,23-09-2016,Standard Class,OFF-BI-10004654,4.616,1,0.2,1.731,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,72,CA-2017-114440,14-09-2017,17-09-2017,Second Class,OFF-PA-10004675,19.05,3,0,8.763,Office Supplies,Paper,Telephone Message Books with Fax/Mobile Section  5 1/2 x 3 3/16
JE-15745,Joel Eaton,Consumer,25,United States,Memphis,Tennessee,38109,South,73,US-2015-134026,26-04-2015,02-05-2015,Standard Class,FUR-CH-10000513,831.936,8,0.2,-114.3912,Furniture,Chairs,High-Back Leather Managers Chair
JE-15745,Joel Eaton,Consumer,25,United States,Memphis,Tennessee,38109,South,74,US-2015-134026,26-04-2015,02-05-2015,Standard Class,FUR-FU-10003708,97.04,2,0.2,1.213,Furniture,Furnishings,Tenex Traditional Chairmats for Medium Pile Carpet  Standard Lip  36 x 48
JE-15745,Joel Eaton,Consumer,25,United States,Memphis,Tennessee,38109,South,75,US-2015-134026,26-04-2015,02-05-2015,Standard Class,OFF-ST-10004123,72.784,1,0.2,-18.196,Office Supplies,Storage,Safco Industrial Wire Shelving System
KB-16600,Ken Brennan,Corporate,29,United States,Houston,Texas,77041,Central,76,US-2017-118038,09-12-2017,11-12-2017,First Class,OFF-BI-10004182,1.248,3,0.8,-1.9344,Office Supplies,Binders,Economy Binders
KB-16600,Ken Brennan,Corporate,29,United States,Houston,Texas,77041,Central,77,US-2017-118038,09-12-2017,11-12-2017,First Class,FUR-FU-10000260,9.708,3,0.6,-5.8248,Furniture,Furnishings,6 Cubicle Wall Clock  Black
KB-16600,Ken Brennan,Corporate,29,United States,Houston,Texas,77041,Central,78,US-2017-118038,09-12-2017,11-12-2017,First Class,OFF-ST-10000615,27.24,3,0.2,2.724,Office Supplies,Storage,SimpliFile Personal File  Black Granite  15w x 6-15/16d x 11-1/4h
JE-15745,Joel Eaton,Consumer,25,United States,Memphis,Tennessee,38109,South,79,US-2014-147606,26-11-2014,01-12-2014,Second Class,FUR-FU-10003194,19.3,5,0.6,-14.475,Furniture,Furnishings,Eldon Expressions Desk Accessory  Wood Pencil Holder  Oak
SC-20770,Stewart Carmichael,Corporate,18,United States,Decatur,Alabama,35601,South,80,CA-2016-127208,12-06-2016,15-06-2016,First Class,OFF-AP-10002118,208.16,1,0,56.2032,Office Supplies,Appliances,1.7 Cubic Foot Compact Cube Office Refrigerators
SC-20770,Stewart Carmichael,Corporate,18,United States,Decatur,Alabama,35601,South,81,CA-2016-127208,12-06-2016,15-06-2016,First Class,OFF-BI-10002309,16.74,3,0,8.0352,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings
DN-13690,Duane Noonan,Consumer,42,United States,San Francisco,California,94122,West,82,CA-2014-139451,12-10-2014,16-10-2014,Standard Class,OFF-AR-10002053,14.9,5,0,4.172,Office Supplies,Art,Premium Writing Pencils  Soft  #2 by Central Association for the Blind
DN-13690,Duane Noonan,Consumer,42,United States,San Francisco,California,94122,West,83,CA-2014-139451,12-10-2014,16-10-2014,Standard Class,OFF-ST-10002370,21.39,1,0,6.2031,Office Supplies,Storage,Sortfiler Multipurpose Personal File Organizer  Black
JC-16105,Julie Creighton,Corporate,56,United States,Durham,North Carolina,27707,South,84,CA-2015-149734,03-09-2015,08-09-2015,Standard Class,OFF-EN-10000927,200.984,7,0.2,62.8075,Office Supplies,Envelopes,Jet-Pak Recycled Peel N Seal Padded Mailers
CS-12400,Christopher Schild,Home Office,33,United States,Chicago,Illinois,60623,Central,85,US-2017-119662,13-11-2017,16-11-2017,First Class,OFF-ST-10003656,230.376,3,0.2,-48.9549,Office Supplies,Storage,Safco Industrial Wire Shelving
PO-18865,Patrick O'Donnell,Consumer,64,United States,Westland,Michigan,48185,Central,86,CA-2017-140088,28-05-2017,30-05-2017,Second Class,FUR-CH-10000863,301.96,2,0,33.2156,Furniture,Chairs,Novimex Swivel Fabric Task Chair
PG-18895,Paul Gonzalez,Consumer,64,United States,Rochester,Minnesota,55901,Central,87,CA-2017-155558,26-10-2017,02-11-2017,Standard Class,TEC-AC-10001998,19.99,1,0,6.7966,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired
PG-18895,Paul Gonzalez,Consumer,64,United States,Rochester,Minnesota,55901,Central,88,CA-2017-155558,26-10-2017,02-11-2017,Standard Class,OFF-LA-10000134,6.16,2,0,2.9568,Office Supplies,Labels,Avery 511
GM-14455,Gary Mitchum,Home Office,64,United States,Houston,Texas,77095,Central,89,CA-2016-159695,05-04-2016,10-04-2016,Second Class,OFF-ST-10003442,158.368,7,0.2,13.8572,Office Supplies,Storage,Eldon Portable Mobile Manager
JS-15685,Jim Sink,Corporate,33,United States,Los Angeles,California,90036,West,90,CA-2016-109806,17-09-2016,22-09-2016,Standard Class,OFF-AR-10004930,20.1,3,0,6.633,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip
JS-15685,Jim Sink,Corporate,33,United States,Los Angeles,California,90036,West,91,CA-2016-109806,17-09-2016,22-09-2016,Standard Class,TEC-PH-10004093,73.584,2,0.2,8.2782,Technology,Phones,Panasonic Kx-TS550
JS-15685,Jim Sink,Corporate,33,United States,Los Angeles,California,90036,West,92,CA-2016-109806,17-09-2016,22-09-2016,Standard Class,OFF-PA-10000304,6.48,1,0,3.1104,Office Supplies,Paper,Xerox 1995
KB-16315,Karl Braun,Consumer,70,United States,Minneapolis,Minnesota,55407,Central,93,CA-2015-149587,31-01-2015,05-02-2015,Second Class,OFF-PA-10003177,12.96,2,0,6.2208,Office Supplies,Paper,Xerox 1999
KB-16315,Karl Braun,Consumer,70,United States,Minneapolis,Minnesota,55407,Central,94,CA-2015-149587,31-01-2015,05-02-2015,Second Class,FUR-FU-10003799,53.34,3,0,16.5354,Furniture,Furnishings,Seth Thomas 13 1/2 Wall Clock
KB-16315,Karl Braun,Consumer,70,United States,Minneapolis,Minnesota,55407,Central,95,CA-2015-149587,31-01-2015,05-02-2015,Second Class,OFF-BI-10002852,32.96,2,0,16.1504,Office Supplies,Binders,Ibico Standard Transparent Covers
RB-19705,Roger Barcio,Home Office,63,United States,Portland,Oregon,97206,West,96,US-2017-109484,06-11-2017,12-11-2017,Standard Class,OFF-BI-10004738,5.682,1,0.7,-3.788,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder
PN-18775,Parhena Norris,Home Office,35,United States,New York City,New York,10009,East,97,CA-2017-161018,09-11-2017,11-11-2017,Second Class,FUR-FU-10000629,96.53,7,0,40.5426,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock
KD-16345,Katherine Ducich,Consumer,33,United States,San Francisco,California,94122,West,98,CA-2017-157833,17-06-2017,20-06-2017,First Class,OFF-BI-10001721,51.312,3,0.2,17.9592,Office Supplies,Binders,Trimflex Flexible Post Binders
ER-13855,Elpida Rittenbach,Corporate,56,United States,Saint Paul,Minnesota,55106,Central,99,CA-2016-149223,06-09-2016,11-09-2016,Standard Class,OFF-AP-10000358,77.88,6,0,22.5852,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
RB-19465,Rick Bensley,Home Office,18,United States,Chicago,Illinois,60610,Central,100,CA-2016-158568,29-08-2016,02-09-2016,Standard Class,OFF-PA-10003256,64.624,7,0.2,22.6184,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards
RB-19465,Rick Bensley,Home Office,18,United States,Chicago,Illinois,60610,Central,101,CA-2016-158568,29-08-2016,02-09-2016,Standard Class,TEC-AC-10001767,95.976,3,0.2,-10.7973,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
RB-19465,Rick Bensley,Home Office,18,United States,Chicago,Illinois,60610,Central,102,CA-2016-158568,29-08-2016,02-09-2016,Standard Class,OFF-BI-10002609,1.788,3,0.8,-3.0396,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems
GZ-14470,Gary Zandusky,Consumer,64,United States,Rochester,Minnesota,55901,Central,103,CA-2016-129903,01-12-2016,04-12-2016,Second Class,OFF-PA-10004040,23.92,4,0,11.7208,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)
LC-16870,Lena Cacioppo,Consumer,63,United States,Aurora,Colorado,80013,West,104,US-2015-156867,13-11-2015,17-11-2015,Standard Class,TEC-AC-10001552,238.896,6,0.2,-26.8758,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard
LC-16870,Lena Cacioppo,Consumer,63,United States,Aurora,Colorado,80013,West,105,US-2015-156867,13-11-2015,17-11-2015,Standard Class,FUR-FU-10004006,102.36,3,0.2,-3.8385,Furniture,Furnishings,Deflect-o DuraMat Lighweight  Studded  Beveled Mat for Low Pile Carpeting
LC-16870,Lena Cacioppo,Consumer,63,United States,Aurora,Colorado,80013,West,106,US-2015-156867,13-11-2015,17-11-2015,Standard Class,OFF-BI-10002794,36.882,3,0.7,-25.8174,Office Supplies,Binders,Avery Trapezoid Ring Binder  3 Capacity  Black  1040 sheets
JM-15250,Janet Martin,Consumer,62,United States,Charlotte,North Carolina,28205,South,107,CA-2017-119004,23-11-2017,28-11-2017,Standard Class,TEC-AC-10003499,74.112,8,0.2,17.6016,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive
